넘버,이름,사용료 항목,사용료 내역,요금
32,여주추모공원 자연장지,사용료/관리비,"사용기간 30년, 1회 연장(15년) /관외-부부","1,050,000 원"
32,여주추모공원 자연장지,사용료/관리비,"사용기간 30년, 1회 연장(15년) /관내-개인-사망 당시 추모공원 소재지에 주민등록상 주소를 둔자","150,000 원"
32,여주추모공원 자연장지,사용료/관리비,"사용기간 30년, 1회 연장(15년) /관내-부부-사망 당시 추모공원 소재지에 주민등록상 주소를 둔자","225,000 원"
33,세종추모공원 수목(자연)장,공동안치,공동사용,"2,000,000 원"
33,세종추모공원 수목(자연)장,개인 안치,개인사용 면적 협의,"3,000,000 원"
33,세종추모공원 수목(자연)장,공동안치(수목),공동수목 사용협의,"3,000,000 원"
33,세종추모공원 수목(자연)장,개인사용(부부포함),개인사용 수목종류 협의,"5,000,000 원"
33,세종추모공원 수목(자연)장,가족 자연장(가족납골),가족사용 면적협의,0
33,세종추모공원 수목(자연)장,가족 수목장,가족수목 협의,0
34,제천시공설자연장지,개인단(관내),"1구,제천시 관내,40년","500,000 원"
34,제천시공설자연장지,부부단(관내),"2구,제천시 관내,50년","1,000,000 원"
34,제천시공설자연장지,"개인단(충북도관내,중부내륙 중심권)","충북도 관내, 중부내륙 중심권 행정협력 시군은 단양군,영월군,평창군,영주시,봉화군을 말함","800,000 원"
34,제천시공설자연장지,"부부단(충북도관내,중부내륙 중심권)","충북도 관내, 중부내륙 중심권 행정협력 시군은 단양군,영월군,평창군,영주시,봉화군을 말함","1,600,000 원"
34,제천시공설자연장지,개인단(충북도 관외),"1구,40년","1,000,000 원"
34,제천시공설자연장지,부부단(충북도 관외),"2구,50년","2,000,000 원"
35,와동 꽃빛공원 자연장지,개인장(수목형),유골1구/45년,"626,000 원"
35,와동 꽃빛공원 자연장지,부부장(수목형),유골2구/45년,"1,214,000 원"
35,와동 꽃빛공원 자연장지,가족장(수목형),유골3구~8구까지/45년,"4,856,000 원"
35,와동 꽃빛공원 자연장지,개인장(잔디형),유골1구/45년,"489,000 원"
35,와동 꽃빛공원 자연장지,부부장(잔디형),유골2구/45년,"987,000 원"
36,만어추모공원 수목장,공동목,"가격 200만원, 관리비(년)/ 5만원, 12위","2,000,000 원"
36,만어추모공원 수목장,개인목,"가격 300~2000만원, 관리비(년)/8만원, 1위","3,000,000 원"
36,만어추모공원 수목장,부부목,"가격 500~2000만원, 관리비(년)/10만원, 2위","5,000,000 원"
36,만어추모공원 수목장,가족목,"가격 1,000~3000만원, 관리비(년)15만원, 6위~8위","10,000,000 원"
36,만어추모공원 수목장,대가족목,"가격 1,500~3,000만원, 관리비(년)20만원, 8위~10위","15,000,000 원"
37,울산하늘공원(자연장지),잔디장 사용료,관내(울산) 30년,"300,000 원"
37,울산하늘공원(자연장지),잔디장 사용료,관외 30년,"1,000,000 원"
37,울산하늘공원(자연장지),수목장 사용료,관내 (울산) 30년,"1,400,000 원"
38,서호추모공원 자연장지,부부형,영구안치/관리비(년6만)/(5년선납),"8,000,000 원"
38,서호추모공원 자연장지,가족형,영구안치/관리비(년8만)/5년선납,"12,000,000 원"
38,서호추모공원 자연장지,대가족형,영구안치/관리비(년10만)/5년선납,"26,000,000 원"
38,서호추모공원 자연장지,개인형,영구안치/관리비(년3만)/5년선납,"2,000,000 원"
38,서호추모공원 자연장지,부부형,영구안치/관리비(년3만)/5년선납,"4,000,000 원"
39,의왕하늘쉼터(자연장),잔디장 사용료 및 관리비 (30년),관내 자격,"680,000 원"
39,의왕하늘쉼터(자연장),잔디부부장  사용료 및 관리비 (30년),관내 자격,"1,160,000 원"
39,의왕하늘쉼터(자연장),공동형 개인장 사용료 및 관리비 (30년),관내 자격,"680,000 원"
39,의왕하늘쉼터(자연장),부부장 사용료 및 관리비 (30년),관내 자격,"1,160,000 원"
39,의왕하늘쉼터(자연장),가족장 사용료 및 관리비 (30년),관내 자격,"1,840,000 원"
40,수원시연화장(자연장지),관내,주민등록을 두고 1년이상 거주,"500,000 원"
40,수원시연화장(자연장지),관외,직계가족이 관내 주민등록을 두고 1년이상 거주,"1,200,000 원"
41,김포시추모공원(자연장지),개인단(관내),"사용료:30만원,관리비:20만원, 30년(기간연장없음)","500,000 원"
41,김포시추모공원(자연장지),부부단(관내),"사용료:60만원,관리비:30만원, 30년(기간연장없음)","900,000 원"
41,김포시추모공원(자연장지),개인단(관외),"사용료:60만원,관리비:40만원, 30년(기간연장없음)","1,000,000 원"
41,김포시추모공원(자연장지),부부단(관외),"사용료:120만원,관리비:60만원, 30년(기간연장없음)","1,800,000 원"
42,아름 수목장,가족형 A구역,"4위안치가능1년관리비20,000(추가비용10,000원)","3,000,000 원"
42,아름 수목장,중가족형 B구역,"6위안치가능1년관리비20,000(추가비용10,000)","5,000,000 원"
42,아름 수목장,대가족형c구역,"48위안치가능 1년관리비20,000(추가비용10,000)","20,000,000 원"
42,아름 수목장,개인형,"1위안치가능 1년관리비20,000","1,000,000 원"
43,태백공원묘원 자연장지,개인장(관내),"45년이용가능, 연장불가","500,000 원"
43,태백공원묘원 자연장지,부부장(관내),"45년이용가능, 연장불가","1,004,000 원"
43,태백공원묘원 자연장지,개인장(관외),"45년이용가능, 연장불가","1,202,000 원"
43,태백공원묘원 자연장지,부부장(관외),"45년이용가능, 연장불가","2,382,000 원"
44,공주나래원자연장,수목장(관내),1위 (30년),"600,000 원"
44,공주나래원자연장,수목장(관외),1위 (30년),"1,000,000 원"
44,공주나래원자연장,잔디장(관내),1위 (30년),"600,000 원"
44,공주나래원자연장,잔디장(관외),1위 (30년),"1,000,000 원"
45,대전추모공원(자연장),잔디형,관내(30년),"650,000 원"
45,대전추모공원(자연장),잔디형,관외(30년),"800,000 원"
45,대전추모공원(자연장),수목형,관내(30년),"1,500,000 원"
45,대전추모공원(자연장),수목형,관외(30년),"2,000,000 원"
46,분당추모공원휴(자연장),소나무 수목장,6.516,300 원
46,분당추모공원휴(자연장),소나무 수목장,6.516,"2,300 원"
46,분당추모공원휴(자연장),소나무 수목장,6.516,"2,500 원"
46,분당추모공원휴(자연장),소나무 수목장,6.516,"3,000 원"
47,지평선전북공원묘원,1기 (안치포함),표지석별도,"1,650,000 원"
47,지평선전북공원묘원,1기 (안치포함),표지석별도,"2,200,000 원"
47,지평선전북공원묘원,관리비,10년관리비,"300,000 원"
48,광양시공설자연장,관내(개인),"사용료(45년) 100,000원/관리비(45년) 225,000원/표지석 100,000원/인건비 100,000원 유골함30,000~200,000","550,000 원"
48,광양시공설자연장,관내(부부),"사용료(45년) 100,000원/관리비(45년) 225,000원/표지석 150,000원/인건비 100,000원 유골함30,000~200,000","605,000 원"
48,광양시공설자연장,관외(개인),"사용료(45년) 300,000원/관리비(45년) 225,000원/표지석 100,000원/인건비 100,000원 유골함30,000~200,000","755,000 원"
48,광양시공설자연장,관외(부부),"사용료(45년) 300,000원/관리비(45년) 225,000원/표지석 150,000원/인건비 100,000원 유골함30,000~200,000","805,000 원"
49,제주시어승생한울누리공원,사용료,"관내 : 잔디형, 화초형, 수목형(1회 40년 연장 불가)","100,000 원"
49,제주시어승생한울누리공원,사용료,"관외 : 잔디형, 화초형, 수목형(1회 40년 연장불가)","200,000 원"
49,제주시어승생한울누리공원,사용료,관내 : 정원형(1회 40년 연장불가),"300,000 원"
49,제주시어승생한울누리공원,사용료,관외 : 정원형(1회 40년 연장불가),"600,000 원"
50,청주시목련공원자연장,개인단,사용기간:45년(연장불가),"390,000 원"
50,청주시목련공원자연장,부부단,사용기간:45년(연장불가),"780,000 원"
50,청주시목련공원자연장,가족자연장(10구),사용기간:45년(연장불가),"3,900,000 원"
50,청주시목련공원자연장,가족자연장(8구),사용기간:45년(연장불가),"3,120,000 원"
51,전주효자자연장,자연장 사용료,개인단,"300,000 원"
51,전주효자자연장,자연장 사용료,부부단(배우자의 안치장소 예매불가),"600,000 원"
51,전주효자자연장,자연장 사용료,"공설,공동묘지 개장유골 50% 감면","150,000 원"
51,전주효자자연장,자연장 사용료,공설묘지 미사용 반환자 면제,0
52,완도군추모공원자연장지,가족 수목형,"사용료: 150만원, 관리비 : 30만원 (15년기준)","1,800,000 원"
52,완도군추모공원자연장지,잔디장(관내),"사용료 : 40만원, 관리비 : 30만원 (15년)","700,000 원"
52,완도군추모공원자연장지,잔디장(관외),"사용료 : 80만원, 관리비 :  30만원 (15년기준)","1,100,000 원"
53,대원사 추모공원,개인형,,"4,000,000 원"
53,대원사 추모공원,부부형,,"7,000,000 원"
53,대원사 추모공원,관리비,1년당,"30,000 원"
54,광릉추모공원(자연장지),사용료,1인기준,"1,620,000 원"
54,광릉추모공원(자연장지),관리비,1인기준(년),"25,000 원"
54,광릉추모공원(자연장지),안치비(매장),매장,"300,000 원"
55,신월공설자연장지,사용료,30년 연장불가 관내비용,"300,000 원"
55,신월공설자연장지,사용료,30년 연장불가 관외비용,"450,000 원"
55,신월공설자연장지,부대비,표지석 비용,"50,000 원"
56,고창푸른숲자연장,잔디형 - 자연장 사용료,"사용료 50천원, 관리비200천원(40년)","250,000 원"
56,고창푸른숲자연장,수목형 - 자연장 사용료,"사용료100천원, 관리비200천원(40년)","300,000 원"
56,고창푸른숲자연장,정원형 - 자연장 사용료,"사용료100천원, 관리비200천원(40년)","300,000 원"
57,양구군공설자연장지,자연장지 사용료(관내),개인1기(0.5㎡),"174,500 원"
57,양구군공설자연장지,자연장지 관리비,"관리비(선납) 15년 (5,000원)x1회","75,000 원"
57,양구군공설자연장지,자연장지 사용료(관외),개인1기(0.5㎡),"349,000 원"
58,서울시립자연장시설,사용료(관내-일반),40년(1위당),"500,000 원"
58,서울시립자연장시설,"사용료(관내-국가유공자 및 배우자, 수급자)",40년(1위당),"250,000 원"
58,서울시립자연장시설,사용료(관외),이용불가,0
59,중대공원자연장지,사용료(관내),30년 연장불가 관내비용,"300,000 원"
59,중대공원자연장지,사용료(관외),30년 연장불가 관외비용,"450,000 원"
59,중대공원자연장지,표지석비용,1개,"70,000 원"
60,서산시 희망공원(자연장지),관내-개인,45년,"450,000 원"
60,서산시 희망공원(자연장지),관내-부부,45년,"600,000 원"
61,서귀포추모공원 자연장지,관내,40년안장,"100,000 원"
61,서귀포추모공원 자연장지,관외,40년안쟁,"200,000 원"
62,무주추모의집(자연장),관내,1구당/45년(사용연장없음),"450,000 원"
62,무주추모의집(자연장),관외,1구당/45년(사용연장없음),"1,200,000 원"
63,효원가족공원 자연장지,잔디장,매장후 30년,"2,000,000 원"
63,효원가족공원 자연장지,잔디장 관리비,매장후 30년,"600,000 원"
64,동해시하늘정원자연장지,자연장 사용료 및 관리비(단장),"관내(15년), 사용료 : 14만원, 관리비: 5만원, 매장비 : 5만원, 석물비 : 17만원","410,000 원"
64,동해시하늘정원자연장지,자연장 사용료 및 관리비(합장),"관내(15년),  사용료 : 18만원, 관리비: 7만원, 매장비 : 5만원, 석물비 : 22만원","520,000 원"
65,순천시립자연장지,자연장(관내),사용자격:사망일기준 순천시에 주민등록 1년이상 거주자,"400,000 원"
65,순천시립자연장지,자연장(관외),"사용자격:사망자 직계 존.비속및 배우자가 순천시에 주민등록을 둔 경우,사망자 등록기준지가 순천시인 경우","700,000 원"
66,남원시추모공원(자연장지),"잔디장, 수목장, 화단장",40년,"500,000 원"
66,남원시추모공원(자연장지),유택동산,유택동산 사용료,"20,000 원"
67,경신하늘뜰공원자연장지,관내(30년),"연장불가, 석물,잔디 등 실비 사용자부담","400,000 원"
67,경신하늘뜰공원자연장지,관외(30년),"연장불가, 석물,잔디 등 실비 사용자 부담","600,000 원"
68,여수시공설자연장지(잔디형),묘지1기당 0.23㎡/40년,일반시민,"320,000 원"
68,여수시공설자연장지(잔디형),묘지1기당 0.23㎡/40년,특례자,"480,000 원"
69,오룡군립묘원 자연장지,"개인장(관내,사용료 및 관리비)","40년 이용, 연장불가","400,000 원"
69,오룡군립묘원 자연장지,"개인장(관외,사용료 및 관리비)","40년 이용, 연장불가","1,000,000 원"
70,완주군공설자연장,개인장,"기본 40년, 연장불가/이용기준:사망자나 사망자 직계가족이 등록기준지 또는 주민등록을 전주시·완주군에 6개월 이상 둔 자에 한함","500,000 원"
70,완주군공설자연장,"개인장(국민기초수급자,국가유공자)","기본 40년, 연장불가/이용기준:사망자나 사망자 직계가족이 등록기준지 또는 주민등록을 전주시·완주군에 6개월 이상 둔 자에 한함","250,000 원"
71,춘천안식공원 잔디장,단장,"사용료 : 161,560원(30년) , 관리비 : 52,780원(30년), 매장비 : 100,000원 석물비 : 116,660원","430,940 원"
71,춘천안식공원 잔디장,합장,"사용료 : 323,120원(30년) , 관리비 : 105,560원(30년), 매장비 : 100,000원 석물비 : 116,660원","861,880 원"
72,화천공설자연장지,잔디형(관내),15년 이용 3회 연장가능,"85,800 원"
73,영락공원청마루동산,청마루동산(자연장),1위(45년),"348,000 원"
74,익산시공설자연장지,잔디장 1구,45년사용,"350,000 원"
