시설종류,순번,장사시설명,품목분류,품목,규격,금액
봉안시설,1035,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(4위바위7),기당,31800000
봉안시설,1036,(재)시안 가족추모공원(봉안),기타,1년 관리비(4위),1 ㎡ 당  ,9075
봉안시설,1037,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(4위 기타),기당,35800000
봉안시설,1038,(재)시안 가족추모공원(봉안),기타,1년 관리비(4위 기타),1 ㎡ 당  ,9075
봉안시설,1039,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(8위),기당,45800000
봉안시설,1040,(재)시안 가족추모공원(봉안),기타,1년 관리비(8위),1 ㎡ 당  ,9075
봉안시설,1041,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(12위),기당,51800000
봉안시설,1042,(재)시안 가족추모공원(봉안),기타,1년 관리비(12위),1 ㎡ 당  ,9075
봉안시설,1043,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(16위),기당,57800000
봉안시설,1044,(재)시안 가족추모공원(봉안),기타,1년 관리비(16위),1 ㎡ 당  ,9075
봉안시설,1045,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(24위),기당,61800000
봉안시설,1046,(재)시안 가족추모공원(봉안),기타,1년 관리비(24위),1 ㎡ 당  ,9075
봉안시설,1047,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(28위),기당,72800000
봉안시설,1048,(재)시안 가족추모공원(봉안),기타,1년 관리비(28위),1 ㎡ 당  ,9075
봉안시설,1049,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(특별 20위),기당,158000000
봉안시설,1050,(재)시안 가족추모공원(봉안),기타,1년 관리비(특별20위),1 ㎡ 당  ,9075
봉안시설,1051,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(특별 24위),기당,238000000
봉안시설,1052,(재)시안 가족추모공원(봉안),기타,1년 관리비(특별24위),1 ㎡ 당  ,9075
봉안시설,1053,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(특별 32위),기당,178000000
봉안시설,1054,(재)시안 가족추모공원(봉안),기타,1년 관리비(특별32위),1 ㎡ 당  ,9075
봉안시설,1055,(재)시안 가족추모공원(봉안),기타,가족묘 영구사용(특별 36위),기당,328000000
봉안시설,1056,(재)시안 가족추모공원(봉안),기타,1년 관리비(특별36위),1 ㎡ 당  ,9075
봉안시설,1057,(재)시안 가족추모공원(봉안),기타,1년 관리비(소나무공원),기당,1100000
봉안시설,1058,논산시양지추모원,기타,일반사용자 사용요금,10년1회납부(논산시 거주자),200000
봉안시설,1059,논산시양지추모원,기타,국민기초생활보장수급자 사용요금,10년1회납부(논산시 거주자),50000
봉안시설,1060,논산시양지추모원,기타,국가유공자(배우자포함) 사용요금,10년1회납부(논산시 거주자),50000
봉안시설,1061,논산시양지추모원,기타,장기기증자 사용요금,10년1회납부(논산시 거주자),50000
봉안시설,1062,생극납골공원,개인단,개인단 (8단),영구,3000000
봉안시설,1063,생극납골공원,개인단,개인단 (7단),영구,3500000
봉안시설,1064,생극납골공원,개인단,"개인단 (3,4,5,6단)",영구,4000000
봉안시설,1065,생극납골공원,개인단,개인단 (2단),영구,3500000
봉안시설,1066,생극납골공원,개인단,개인단 (1단),영구,3000000
봉안시설,1067,생극납골공원,부부단,부부단 (8단),영구,6000000
봉안시설,1068,생극납골공원,부부단,부부단 (7단),영구,7000000
봉안시설,1069,생극납골공원,부부단,"부부단 (3,4,5,6단)",영구,8000000
봉안시설,1070,생극납골공원,부부단,부부단 (2단),영구,7000000
봉안시설,1071,생극납골공원,부부단,부부단 (1단),영구,6000000
봉안시설,1072,생극납골공원,,가족단 (4위),영구,13000000
봉안시설,1073,생극납골공원,,가족단 (4위),영구,16000000
봉안시설,1074,생극납골공원,,가족단 (6위),영구,21000000
봉안시설,1075,생극납골공원,,가족단 (6위),영구,24000000
봉안시설,1076,생극납골공원,,가족단 (8위),영구,29000000
봉안시설,1077,생극추모공원,기타,오석일반(1단/8단),15년,750000
봉안시설,1078,생극추모공원,기타,오석일반(1단/8단),평생,1800000
봉안시설,1079,생극추모공원,기타,오석일반(2단/7단),15년,1000000
봉안시설,1080,생극추모공원,기타,오석일반(2단/7단),평생,2000000
봉안시설,1081,생극추모공원,기타,오석일반(3단/6단),15년,1300000
봉안시설,1082,생극추모공원,기타,오석일반(3단/6단),평생,2200000
봉안시설,1083,생극추모공원,기타,오석일반(4단/5단),15년,1500000
봉안시설,1084,생극추모공원,기타,오석일반(4단/5단),평생,2200000
봉안시설,1085,생극추모공원,기타,실비아일반(1단/8단),15년,1000000
봉안시설,1086,생극추모공원,기타,실비아일반(1단/8단),평생,1800000
봉안시설,1087,생극추모공원,기타,실비아일반(2단/7단),15년,1300000
봉안시설,1088,생극추모공원,기타,실비아일반(2단/7단),평생,2000000
봉안시설,1089,생극추모공원,기타,실비아일반(3단/6단),15년,1500000
봉안시설,1090,생극추모공원,기타,실비아일반(3단/6단),평생,2500000
봉안시설,1091,생극추모공원,기타,실비아일반(4단/5단),평생,2500000
봉안시설,1092,생극추모공원,부부단,오석/장미목 부부단(1단/8단),15년,1500000
봉안시설,1093,생극추모공원,부부단,오석/장미목 부부단(1단/8단),평생,3600000
봉안시설,1094,생극추모공원,부부단,오석/장미목 부부단(2단/7단),15년,2000000
봉안시설,1095,생극추모공원,부부단,오석/장미목 부부단(2단/7단),평생,4000000
봉안시설,1096,생극추모공원,부부단,오석/장미목 부부단(3단/6단),15년,2600000
봉안시설,1097,생극추모공원,부부단,오석/장미목 부부단(3단/6단),평생,4400000
봉안시설,1098,생극추모공원,부부단,오석/장미목 부부단(4단/5단),15년,3000000
봉안시설,1099,생극추모공원,부부단,오석/장미목 부부단(4단/5단),평생,4400000
봉안시설,1100,생극추모공원,부부단,실비아부부단(1단/8단),15년,2000000
봉안시설,1101,생극추모공원,부부단,실비아부부단(1단/8단),평생,3500000
봉안시설,1102,생극추모공원,부부단,실비아부부단(2단/7단),15년,2500000
봉안시설,1103,생극추모공원,부부단,실비아부부단(2단/7단),평생,4000000
봉안시설,1104,생극추모공원,부부단,실비아부부단(3단/6단),15년,3000000
봉안시설,1105,생극추모공원,부부단,실비아부부단(3단/6단),평생,5000000
봉안시설,1106,생극추모공원,부부단,실비아부부단(4단/5단),평생,5000000
봉안시설,1107,생극추모공원,기타,가족단 4위,평생,10000000
봉안시설,1108,생극추모공원,기타,가족단 6위,평생,12000000
봉안시설,1109,생극추모공원,기타,가족단 8위,평생,16000000
봉안시설,1110,생극추모공원,기타,가족단 12위,평생,24000000
봉안시설,1111,생극추모공원,기타,가족단 16위,평생,32000000
봉안시설,1112,예은추모공원,기타,봉안당 사용료,영구 사용 요금,2500000
봉안시설,1113,예은추모공원,기타,봉안당 사용료 (로얄단),영구 사용 요금,3000000
봉안시설,1114,거제시추모의집,기타,추모의집 사용료(유연유골),"관내거주자,15년,최초계약 ",300000
봉안시설,1115,거제시추모의집,기타,추모의집 사용료(유연유골),"관외거주자(거제에연고있는자),15년,최조계약",1000000
봉안시설,1116,거제시추모의집,기타,추모의집 사용료(무연유골),"관내거주자,10년",200000
봉안시설,1117,청풍추모공원,개인단,[개인단] 10년 이용,1단,800000
봉안시설,1118,청풍추모공원,개인단,[개인단] 10년 이용,"2단,  8단",1200000
봉안시설,1119,청풍추모공원,개인단,[개인단] 10년 이용,"3단,  7단",1600000
봉안시설,1120,청풍추모공원,개인단,[개인단] 10년 이용,"4단, 5단, 6단",2000000
봉안시설,1121,청풍추모공원,부부단,[합장단] 10년 이용,1단,1600000
봉안시설,1122,청풍추모공원,개인단,[합장단] 10년 이용,"2단, 8단",2400000
봉안시설,1123,청풍추모공원,개인단,[합장단] 10년 이용,"3단, 7단",3200000
봉안시설,1124,청풍추모공원,개인단,[합장단] 10년 이용,"4단, 5단, 6단",4000000
봉안시설,1125,청풍추모공원,개인단,[개인단] 영구 이용,1단,1600000
봉안시설,1126,청풍추모공원,개인단,[개인단] 영구 이용,"2단, 8단",2400000
봉안시설,1127,청풍추모공원,개인단,[개인단] 영구 이용,"3단, 7단",3200000
봉안시설,1128,청풍추모공원,개인단,[개인단] 영구 이용,"4단, 5단, 6단",4000000
봉안시설,1129,청풍추모공원,개인단,[합장단] 영구 이용,1단,3200000
봉안시설,1130,청풍추모공원,개인단,[합장단] 영구 이용,"2단, 8단",4800000
봉안시설,1131,청풍추모공원,개인단,[합장단] 영구 이용,"3단, 7단",6400000
봉안시설,1132,청풍추모공원,개인단,[합장단] 영구 이용,"4단, 5단, 6단",8000000
봉안시설,1133,강동구추모의집,기타,사용료,최초15년,200000
봉안시설,1134,봉인사 청림공원(봉안당),개인단,개인단,사용료:250만원~600만원/ 관리비 년 5만원,2700000
봉안시설,1135,봉인사 청림공원(봉안당),부부단,부부단,사용료:450만원~1100만원/ 관리비 년 5만원,4700000
봉안시설,1136,청주백화추모관,개인단,개인단,1단~9단(180~450만원) / 60년(영구),1800000
봉안시설,1137,청주백화추모관,부부단,부부단,1단~8단(360~900만원) / 60년(영구),3600000
봉안시설,1138,이담추모관,개인단,개인단,"1단~9단(사용료:330만원,관리비:5년 25만원)",3550000
봉안시설,1139,이담추모관,부부단,부부단,"1단~9단(사용료:660만원,관리비:5년 25만원)",6250000
봉안시설,1140,(재)서현공원,기타,관리비,5년 (1위당),300000
봉안시설,1141,(재)서현공원,기타,관리비(VIP실),5년 (1위당),400000
봉안시설,1142,함양군구룡공설공원묘지 봉안탑,기타,"봉안탑 사용료(관내), 15년간",사용료(관내),50000
봉안시설,1143,함양군구룡공설공원묘지 봉안탑,기타,"봉안탑 관리비(관내), 15년간",관리비(관내),75000
봉안시설,1144,함양군구룡공설공원묘지 봉안탑,기타,"봉안탑 사용료(관외), 15년간",사용료(관외),100000
봉안시설,1145,함양군구룡공설공원묘지 봉안탑,기타,"봉안탑 관리비(관외), 15년간",관리비(관외),75000
봉안시설,1146,창원시립상복공원 제1봉안당,기타,유연유골(관내),1구/15년,170000
봉안시설,1147,창원시립상복공원 제1봉안당,기타,유연유골(관외),1구/15년,1000000
봉안시설,1148,창원시립상복공원 제1봉안당,기타,무연유골(관내),1구/5년,45000
봉안시설,1149,창원시립상복공원 제1봉안당,기타,무연분묘(관내),1구/10년,90000
봉안시설,1150,하늘원추모관,개인단,개인단(영구),개인단 영구: 180~450만원 관리비 : 90만원,2700000
봉안시설,1151,하늘원추모관,개인단,개인단(15년),개인단 15년: 130~320만원 관리비 :45만원,1750000
봉안시설,1152,하늘원추모관,부부단,부부단(영구),부부단 영구: 350~800만원 관리비 : 120만원,4700000
봉안시설,1153,하늘원추모관,부부단,부부단(15년),부부단 15년: 250~560만원 관리비 :75만원,3250000
봉안시설,1154,가평군공설봉안묘(이곡리),개인단,단장,사용료:15만원 관리비:5만원,200000
봉안시설,1155,가평군공설봉안묘(이곡리),부부단,합장,사용료:25만원 관리비:5만원,300000
봉안시설,1156,인천가족공원 만월당,기타,사용료(관내),1구/10년,250000
봉안시설,1157,인천가족공원 만월당,기타,관리료(관내),1구/10년,100000
봉안시설,1158,정선하늘원,개인단,개인단,개인단 안치(군민),300000
봉안시설,1159,정선하늘원,개인단,개인단,개인단 안치(군민외),1000000
봉안시설,1160,정선하늘원,부부단,부부단,부부단 안치(군민),500000
봉안시설,1161,정선하늘원,부부단,부부단,부부단 안치(군민외),1500000
봉안시설,1162,상락원 지장영묘전,개인단,개인단,"사용료 : 200만원 부터 , 관리비: 1년에 3만원/ 자세한 사항은 031-941-3416 문의",2030000
봉안시설,1163,가조공설공원묘지 봉안당,개인단,사용료,15년간,100000
봉안시설,1164,가조공설공원묘지 봉안당,부부단,관리비,15년간,100000
봉안시설,1165,정토사 극락원,개인단,화엄실(특B)," 2,3,4단",8500000
봉안시설,1166,정토사 극락원,개인단,화엄실(특B), 1단,7500000
봉안시설,1167,정토사 극락원,개인단,화엄실(특B),5단,7000000
봉안시설,1168,정토사 극락원,개인단,"해탈실,원력실"," 2,3,4,5단",5000000
봉안시설,1169,정토사 극락원,개인단,"해탈실,원력실", 1단,4500000
봉안시설,1170,정토사 극락원,개인단,"해탈실,원력실", 6단,4000000
봉안시설,1171,정토사 극락원,개인단,"보은실,미탈실"," 7,8단",1800000
봉안시설,1172,정토사 극락원,개인단,"보은실,미탈실", 6단,3100000
봉안시설,1173,정토사 극락원,개인단,"보은실,미탈실", 1단,2900000
봉안시설,1174,정토사 극락원,개인단,"보은실,미탈실",2단,3200000
봉안시설,1175,정토사 극락원,개인단,"보은실,미탈실"," 3,4,5단",3600000
봉안시설,1176,정토사 극락원,개인단,"효행실,안락실"," 7,8단",1700000
봉안시설,1177,정토사 극락원,개인단,"효행실,안락실", 1단,2800000
봉안시설,1178,정토사 극락원,개인단,"효행실,안락실"," 2,6단",3100000
봉안시설,1179,정토사 극락원,개인단,"효행실,안락실"," 3,4,5단",3500000
봉안시설,1180,정토사 극락원,개인단,선정실(목문형)," 2,3,4,5단",1500000
봉안시설,1181,정토사 극락원,개인단,선정실(목문형)," 1,6,7단",1000000
봉안시설,1182,정토사 극락원,부부단,"해탈실,원력실(부부단)"," 2,3,4,5단",10000000
봉안시설,1183,정토사 극락원,부부단,"해탈실,원력실(부부단)", 1단,9000000
봉안시설,1184,정토사 극락원,부부단,"해탈실,원력실(부부단)", 6단,8000000
봉안시설,1185,정토사 극락원,부부단,"보은실,미타실(부부단)"," 3,4,5단",7200000
봉안시설,1186,정토사 극락원,부부단,"보은실,미타실(부부단)", 1단,5800000
봉안시설,1187,정토사 극락원,부부단,"효행실,안락실(부부단)"," 3,4,5단",7000000
봉안시설,1188,정토사 극락원,부부단,"효행실,안락실(부부단)"," 2,6단",6200000
봉안시설,1189,정토사 극락원,부부단,"효행실,안락실(부부단)", 1단,5600000
봉안시설,1190,정토사 극락원,부부단,선정실(목문형),"1,6,7단",2000000
봉안시설,1191,정토사 극락원,부부단,선정실(목문형),"2,3,4,5단",3000000
봉안시설,1192,정토사 극락원,부부단,화엄실(특B),"2,3,4,단",17000000
봉안시설,1193,정토사 극락원,부부단,화엄실(특B), 1단,15000000
봉안시설,1194,정토사 극락원,부부단,화엄실(특B),5단,14000000
봉안시설,1195,정토사 극락원,개인단,상생특실(A)지장보살형 RA,"1,5단",14500000
봉안시설,1196,정토사 극락원,개인단,상생특실(A)지장보살형 RA,"2,4단",16000000
봉안시설,1197,정토사 극락원,개인단,상생특실(A)지장보살형 RA,3단,18000000
봉안시설,1198,정토사 극락원,개인단,상생특실(A)지장보살형 창측,1단,12000000
봉안시설,1199,정토사 극락원,개인단,상생특실(A)지장보살형 창측,2단,13500000
봉안시설,1200,정토사 극락원,개인단,상생특실(A)지장보살형 창측,3단,14500000
봉안시설,1201,정토사 극락원,개인단,상생특실(A)지장보살형 A,"1,6단",11500000
봉안시설,1202,정토사 극락원,개인단,상생특실(A)지장보살형 A,"2,5단",13500000
봉안시설,1203,정토사 극락원,개인단,상생특실(A)지장보살형 A,"3,4단",14500000
봉안시설,1204,정토사 극락원,개인단,"일심실,사섭실(지장보살형.고급.B)","1,6단",7000000
봉안시설,1205,정토사 극락원,개인단,"일심실,사섭실(지장보살형.고급.B)","2,5단",8000000
봉안시설,1206,정토사 극락원,개인단,"일심실,사섭실(지장보살형.고급.B)","3,4단",9000000
봉안시설,1207,정토사 극락원,개인단,"이행실,삼학실(지장보살형.고급.C)","1,6단",7000000
봉안시설,1208,정토사 극락원,개인단,"이행실,삼학실(지장보살형.고급.C)","2,5단",7500000
봉안시설,1209,정토사 극락원,개인단,"이행실,삼학실(지장보살형.고급.C)","3,4단",8500000
봉안시설,1210,정토사 극락원,개인단,육념실(유리문형),8단,3100000
봉안시설,1211,정토사 극락원,개인단,육념실(유리문형),"1,7단",4100000
봉안시설,1212,정토사 극락원,개인단,육념실(유리문형),"2,6단",4800000
봉안시설,1213,정토사 극락원,개인단,육념실(유리문형),"3,4,5단",5200000
봉안시설,1214,정토사 극락원,개인단,"칠보실,팔정도실(유리문형)",8단,3200000
봉안시설,1215,정토사 극락원,개인단,"칠보실,팔정도실(유리문형)","1,7단",4200000
봉안시설,1216,정토사 극락원,개인단,"칠보실,팔정도실(유리문형)","2,6단",4900000
봉안시설,1217,정토사 극락원,개인단,"칠보실,팔정도실(유리문형)","3,4,5단",5500000
봉안시설,1218,정토사 극락원,개인단,오온실(유리문형),8단,2800000
봉안시설,1219,정토사 극락원,개인단,오온실(유리문형),"1,7단",3200000
봉안시설,1220,정토사 극락원,개인단,오온실(유리문형),"2,6단",3800000
봉안시설,1221,정토사 극락원,개인단,오온실(유리문형),"3,4,5단",4500000
봉안시설,1222,정토사 극락원,부부단,상생특실(A)지장보살형 RA,"1,5단",29000000
봉안시설,1223,정토사 극락원,부부단,상생특실(A)지장보살형 RA,"2,4단",32000000
봉안시설,1224,정토사 극락원,부부단,상생특실(A)지장보살형 RA,3단,36000000
봉안시설,1225,정토사 극락원,부부단,상생특실(A)지장보살형 창측,1단,24000000
봉안시설,1226,정토사 극락원,부부단,상생특실(A)지장보살형 창측,2단,27000000
봉안시설,1227,정토사 극락원,부부단,상생특실(A)지장보살형 창측,3단,29000000
봉안시설,1228,정토사 극락원,부부단,상생특실(A)지장보살형 A,"1,6단",23000000
봉안시설,1229,정토사 극락원,부부단,상생특실(A)지장보살형 A,"2,5단",27000000
봉안시설,1230,정토사 극락원,부부단,상생특실(A)지장보살형 A,"3,4단",29000000
봉안시설,1231,정토사 극락원,부부단,"일심실,사섭실(지장보살형.고급.B)","1,6단",14000000
봉안시설,1232,정토사 극락원,부부단,"일심실,사섭실(지장보살형.고급.B)","2,5단",16000000
봉안시설,1233,정토사 극락원,부부단,"일심실,사섭실(지장보살형.고급.B)","3,4단",18000000
봉안시설,1234,정토사 극락원,부부단,"이행실,삼학실(지장보살형.고급.C)","1,6단",14000000
봉안시설,1235,정토사 극락원,부부단,"이행실,삼학실(지장보살형.고급.C)","2,5단",15000000
봉안시설,1236,정토사 극락원,부부단,"이행실,삼학실(지장보살형.고급.C)","3,4단",17000000
봉안시설,1237,정토사 극락원,부부단,육념실(유리문형),8단,6200000
봉안시설,1238,정토사 극락원,부부단,육념실(유리문형),"1,7단",8200000
봉안시설,1239,정토사 극락원,부부단,육념실(유리문형),"2,6단",9600000
봉안시설,1240,정토사 극락원,부부단,육념실(유리문형),"3,4,5단",10400000
봉안시설,1241,정토사 극락원,부부단,"칠보실,팔정도실(유리문형)",8단,6400000
봉안시설,1242,정토사 극락원,부부단,"칠보실,팔정도실(유리문형)","1,7단",8400000
봉안시설,1243,정토사 극락원,부부단,"칠보실,팔정도실(유리문형)","2,6단",9800000
봉안시설,1244,정토사 극락원,부부단,"칠보실,팔정도실(유리문형)","3,4,5단",11000000
봉안시설,1245,정토사 극락원,부부단,오온실(유리문형),8단,5600000
봉안시설,1246,정토사 극락원,부부단,오온실(유리문형),"1,7단",6400000
봉안시설,1247,정토사 극락원,부부단,오온실(유리문형),"2,6단",7600000
봉안시설,1248,정토사 극락원,부부단,오온실(유리문형),"3,4,5단",9000000
봉안시설,1249,공주나래원봉안당,개인단,일반(관내),"1위, 30년",1000000
봉안시설,1250,공주나래원봉안당,개인단,일반(관외),"1위, 30년",2000000
봉안시설,1251,공주나래원봉안당,부부단,부부(관내),"2위, 30년",2000000
봉안시설,1252,공주나래원봉안당,부부단,부부(관외),"2위, 30년",4000000
봉안시설,1253,공주나래원봉안당,개인단,무연유골,"1위, 5년",50000
봉안시설,1254,여주세종추모공원 봉안당,개인단,시설사용료및관리비,봉안당 사용료 개인단 ,2000000
봉안시설,1255,여주세종추모공원 봉안당,개인단,시설사용료및관리비,봉안당 사용료 개인단 ,2000000
봉안시설,1256,여주세종추모공원 봉안당,부부단,시설사용료및관리비,봉안당 사용료 부부단 ,3500000
봉안시설,1257,여주세종추모공원 봉안당,부부단,시설사용료및관리비,봉안당 사용료 부부단 ,3500000
봉안시설,1258,여주세종추모공원 봉안당,기타,이장.개장 납골 사용료,가족납골 사용료 기당,1000000
봉안시설,1259,여주세종추모공원 봉안당,개인단,개인.가족납골묘(평장),개인.납골묘(평장),3000000
봉안시설,1260,여주세종추모공원 봉안당,부부단,부부 납골묘(평장) ,부부.납골묘(평장) ,5000000
봉안시설,1261,여주세종추모공원 봉안당,개인단,시설관리비,개인단/1년. 5년선납,50000
봉안시설,1262,여주세종추모공원 봉안당,부부단,시설관리비,부부단/1년.5년 선납,70000
봉안시설,1263,탑동추모공원,개인단,개인단,"영구 사용료:300만원 ,관리비 5년:20만원",3200000
봉안시설,1264,탑동추모공원,부부단,부부단,"영구 사용료:600만원, 관리비 5년:40만원",6400000
봉안시설,1265,강화파라다이스 강화지점,기타,S관(특별실),8단,3500000
봉안시설,1266,강화파라다이스 강화지점,기타,S관(특별실),7단,4500000
봉안시설,1267,강화파라다이스 강화지점,기타,S관(특별실),4~6단,6000000
봉안시설,1268,강화파라다이스 강화지점,기타,S관(특별실),3단,5000000
봉안시설,1269,강화파라다이스 강화지점,기타,S관(특별실),2단,4000000
봉안시설,1270,강화파라다이스 강화지점,기타,S관(특별실),1단,3000000
봉안시설,1271,강화파라다이스 강화지점,기타,A관(일반실),기준단,2800000
봉안시설,1272,녹야원추모관,개인단,기간실(15년봉안) 1단/8단, ,1300000
봉안시설,1273,녹야원추모관,개인단,기간실(15년봉안) 2단/7단, ,1800000
봉안시설,1274,녹야원추모관,개인단,기간실(15년봉안) 3단/6단, ,2300000
봉안시설,1275,녹야원추모관,개인단,기간실(15년봉안) 4단, ,2500000
봉안시설,1276,녹야원추모관,개인단,기간실(15년봉안) 5단, ,3000000
봉안시설,1277,녹야원추모관,개인단,기간실(15년봉안) 9단, ,900000
봉안시설,1278,녹야원추모관,개인단,일반실(영구봉안) 1단/8단, ,3000000
봉안시설,1279,녹야원추모관,개인단,일반실(영구봉안) 2단/7단, ,3500000
봉안시설,1280,녹야원추모관,개인단,일반실(영구봉안) 3단/6단, ,4000000
봉안시설,1281,녹야원추모관,개인단,일반실(영구봉안) 4단, ,4500000
봉안시설,1282,녹야원추모관,개인단,일반실(영구봉안) 5단, ,5000000
봉안시설,1283,녹야원추모관,개인단,일반실(영구봉안) 9단, ,2500000
봉안시설,1284,녹야원추모관,개인단,특별실(영구봉안) 1단/8단, ,6000000
봉안시설,1285,녹야원추모관,개인단,특별실(영구봉안) 2단/7단, ,7000000
봉안시설,1286,녹야원추모관,개인단,특별실(영구봉안) 3단/6단, ,8000000
봉안시설,1287,녹야원추모관,개인단,특별실(영구봉안) 4단,,8500000
봉안시설,1288,녹야원추모관,개인단,특별실(영구봉안) 5단,,9000000
봉안시설,1289,녹야원추모관,개인단,특별실(영구봉안) 9단,,5000000
봉안시설,1290,녹야원추모관,,특별실(영구봉안) 10단,,4000000
봉안시설,1291,녹야원추모관,,특별실(영구봉안) 11단,,3500000
봉안시설,1292,녹야원추모관,부부단,각 실별 개인단 금액의 2배,*표시금액은 기간실 부부단 1단 가격 예시임.,2600000
봉안시설,1293,녹야원추모관,기타,1년 관리비(봉안함1기당),,60000
봉안시설,1294,청통추모관,개인단,1봉안실/4단, 영구봉안,3000000
봉안시설,1295,청통추모관,개인단,1봉안실/5단, 영구봉안,3000000
봉안시설,1296,청통추모관,개인단,1봉안실/6단, 영구봉안,3000000
봉안시설,1297,청통추모관,개인단,2봉안실/1단, 영구봉안,2000000
봉안시설,1298,청통추모관,개인단,2봉안실/2단, 영구봉안,2500000
봉안시설,1299,청통추모관,개인단,2봉안실/3단, 영구봉안,3500000
봉안시설,1300,청통추모관,개인단,2봉안실/4단, 영구봉안,4000000
봉안시설,1301,청통추모관,개인단,2봉안실/5단, 영구봉안,5000000
봉안시설,1302,청통추모관,개인단,2봉안실/6단, 영구봉안,4000000
봉안시설,1303,청통추모관,부부단,2봉안실/6단, 영구봉안,7000000
봉안시설,1304,청통추모관,개인단,"5,6봉안실/1단", 영구봉안,2000000
봉안시설,1305,청통추모관,개인단,"3,5,6봉안실/2단", 영구봉안,3000000
봉안시설,1306,청통추모관,개인단,"3,5,6봉안실/3단", 영구봉안,4000000
봉안시설,1307,청통추모관,개인단,"3,5,6봉안실/4단", 영구봉안,5000000
봉안시설,1308,청통추모관,개인단,"3,5,6봉안실/5단", 영구봉안,6000000
봉안시설,1309,청통추모관,개인단,"3,5,6봉안실/6단", 영구봉안,5000000
봉안시설,1310,청통추모관,개인단,"3,5,6봉안실/7단", 영구봉안,3500000
봉안시설,1311,청통추모관,개인단,"3,5,6봉안실/8단", 영구봉안,2000000
봉안시설,1312,청통추모관,부부단,"5,6봉안실/1단", 영구봉안,4000000
봉안시설,1313,청통추모관,부부단,"5,6봉안실/2단", 영구봉안,6000000
봉안시설,1314,청통추모관,부부단,"5,6봉안실/3단", 영구봉안,8000000
봉안시설,1315,청통추모관,부부단,"3,5,6봉안실/4단", 영구봉안,10000000
봉안시설,1316,청통추모관,부부단,"3,5,6봉안실/5단", 영구봉안,12000000
봉안시설,1317,청통추모관,부부단,"3,5,6봉안실/6단", 영구봉안,10000000
봉안시설,1318,청통추모관,부부단,"3,5,6봉안실/7단", 영구봉안,7000000
봉안시설,1319,청통추모관,부부단,"5,6봉안실/8단", 영구봉안,4000000
봉안시설,1320,일월사추모공원(봉안당),개인단,A그룹,15년/관리비:3만원,1000000
봉안시설,1321,일월사추모공원(봉안당),개인단,B그룹,15년/관리비:3만원,750000
봉안시설,1322,일월사추모공원(봉안당),개인단,C그룹,15년/관리비:3만원,500000
봉안시설,1323,벽제중앙추모공원,개인단,일반실(1층)," 사용료:230만~500만, 관리비: 5년=36만원(1위)",5000000
봉안시설,1324,벽제중앙추모공원,개인단,일반실(2층)," 사용료:290만~650만, 관리비: 5년=36만원(1위)",6500000
봉안시설,1325,벽제중앙추모공원,개인단,고급실," 사용료:400만~850만, 관리비: 5년=36만원(1위)",8500000
봉안시설,1326,벽제중앙추모공원,부부단,일반실(1층),"사용료:460만~1,000만, 관리비: 5년=72만원(2위)",10000000
봉안시설,1327,벽제중앙추모공원,부부단,일반실(2층),"사용료:570만~1,300만, 관리비: 5년=72만원(2위)",13000000
봉안시설,1328,벽제중앙추모공원,부부단,고급실,"사용료:800만~1,700만, 관리비: 5년=72만원(2위)",17000000
봉안시설,1329,울산하늘공원(봉안시설),개인단,추모의 집(봉안당) 이용료,개인단 1구당- 관내(15년),330000
봉안시설,1330,울산하늘공원(봉안시설),개인단,추모의 집(봉안당) 연장 이용료,개인단 1구당- 관내(5년),110000
봉안시설,1331,울산하늘공원(봉안시설),부부단,추모의 집(봉안당) 이용료,부부단 1구당- 관내(15년),330000
봉안시설,1332,울산하늘공원(봉안시설),부부단,추모의 집(봉안당) 연장 이용료,부부단 1구당- 관내(5년),110000
봉안시설,1333,해인사미타원,개인단,1층 불교형 개인단,사용료 400만원~700만원 ,4000000
봉안시설,1334,해인사미타원,부부단,1층 불교형 부부단,사용료 800만원~1400만원 ,8000000
봉안시설,1335,해인사미타원,부부단,1층 불교형 특별단,사용료 2500만원,25000000
봉안시설,1336,해인사미타원,개인단,2층 신설단 개인단(일반형),사용료 300만원~750만원 ,3000000
봉안시설,1337,해인사미타원,부부단,2층 신설단 부부단(일반형),사용료 600만원~1500만원 ,6000000
봉안시설,1338,해인사미타원,부부단,2층 신설단 특별단(일반형),사용료 4000만원,40000000
봉안시설,1339,해인사미타원,기타,관리비,5년(고인 1위당),300000
봉안시설,1340,파주추모공원 봉안당,개인단,무우전-1단(개인단),"영구(5년선납기준,1년 5만원)",1500000
봉안시설,1341,파주추모공원 봉안당,개인단,무우전-2단(개인단),"영구(5년선납기준,1년 5만원)",2000000
봉안시설,1342,파주추모공원 봉안당,개인단,무우전-3단(개인단),"영구(5년선납기준,1년 5만원)",2500000
